domain,label,date,id

pdkfepictom.com,dga.banjori,2016-10-16,1510548

ge80d309b556d6f6f5a6a0d5e22d1176d7.hk,dga.dyre,2016-12-08,778975

voklozla.ru,dga.pushdo,,2801612

hdeefuiowpxw.com,dga.tinba,2016-10-16,860663

10urjwmib2rgtjjs7sgc0airs.biz,dga.post,2016-10-27,5043

1x904ats292x21mnx8jt1yqqz74.net,dga.post,2016-10-16,118598

lyfrmeniisru.pw,dga.tinba,1970-01-01,1223869

p9nglg1ldr3zw1arqfbx18zmc0m.com,dga.post,2016-10-17,1493514

looecmxkaxyx.so,dga.necurs,2016-10-17,1200630

exjudd.info,dga.conficker,,2593496

eiqwcmqqqewamqeo.org,dga.ramdo,,4132417

uwnmwanherkd.com,dga.cryptolocker,,2726935

xibgueihqw.net,dga.conficker,,2771146

statusappreciaterelievemarket.com,dga.matsnu,,2412404

fihghqjvrqim.com,dga.tinba,2016-10-16,701299

8sp0k910wrlxn7b8xhhuh9izy.com,dga.post,2016-10-30,171915

yaeyoiwqqkgaoqgg.org,dga.ramdo,,4191254

orrzfrpr1i32ttkftu.ru,dga.rovnix,1970-01-01,1473311

kntihufqbex.org,dga.pykspa,2016-10-16,1116827

dvwluhics.com,dga.ramnit,2016-10-16,581737

huqybtlvjybxvul.org,dga.cryptolocker,2016-10-26,915989

xjqyvinskycattederifg.com,dga.banjori,2016-10-16,2200900

g8ycqxb6xtk55veqjh.ru,dga.rovnix,1970-01-01,763335

acyssekqumoq.com,dga.pykspa,2016-10-16,193215

uscysqqkwoswyaaa.org,dga.ramdo,,4189633

pfsmvhsankvb.biz,dga.cryptolocker,,2399527

lfivecqso.biz,dga.conficker,,2686268

honoonxxrjrd.com,dga.tinba,,4263291

zlmarsensinaix.com,dga.banjori,2016-10-16,2308094

1mzx0df1b3foy1diwxsql9n92k.biz,dga.post,2016-10-19,82867

12s7h7o1cwfgmf1t93ozy1kwmn2w.org,dga.post,2016-10-19,12520

olxlpnbjbjmjp.org,dga.cryptolocker,,2601075

rgiibatbayr.ac,dga.necurs,2016-10-21,1683834

eeicbyrwwxif.com,dga.tinba,,4247113

sosuxsir.ru,dga.pushdo,,2503704

sqovtcpe.com,dga.ramnit,2016-10-16,1828391

8ritwkpa7yl84drsr7.com,dga.rovnix,1970-01-01,171734

rfwkellefrictionlessv.com,dga.banjori,2016-10-16,1683131

qggqucuyygkmqoga.org,dga.ramdo,,4185324

osstunxbqmnn.com,dga.tinba,,4272411

mklpxupvkf.dynserv.com,dga.kraken,2016-10-16,1290966

judilwoq.ru,dga.pushdo,,2810605

universityphrasetreehold.com,dga.matsnu,,2697622

lbkjsupb.com,dga.ramnit,2016-10-16,1156856

hmyutarssdrf.bz,dga.necurs,2016-10-16,889370

vzfwsatformalisticirekb.com,dga.banjori,2016-10-16,2107116

zlfjrasildeafeninguvuc.com,dga.banjori,2016-10-16,2307612

iomnonupcrgpslk.com,dga.murofet,2016-10-18,980230

pljmuhqunbthix.co.uk,dga.cryptolocker,,2571068

ttqxfordlinnetavox.com,dga.banjori,2016-10-16,1960287

udyoyurgbdplj.com,dga.ramnit,2016-10-16,1988657

thoughtcoatscreentreemention.com,dga.matsnu,,3114714

bookrepairbranchstablehusband.com,dga.matsnu,,2447585

passengerpostevenjuicecake.com,dga.matsnu,,2733549

rjuwardenslavetusul.com,dga.banjori,2016-10-16,1693044

aekmksckmmcswoqg.org,dga.ramdo,,4201077

pa684a4bb81928bd3edbd6f6ad33ceb47d.ws,dga.dyre,2016-10-14,1493619

yuxkeesjjydu.net,dga.tinba,1970-01-01,2279621

tfbgwveflvnrqgx.com,dga.cryptolocker,,2703768

cjihqbyituls.com,dga.tinba,,4223179

11pknv3svk2ma1d6vhn11ffdqma.com,dga.post,2016-10-20,8216

gakaax.com,dga.virut,2016-12-08,766078

jkljhhn.nu,dga.necurs,2016-10-17,1038756

mptpdqnofelg.com,dga.tinba,,4226267

178kiho1vvs5tvoijy3a10huuqg.com,dga.post,2016-10-27,28213

oiwwrsensinaix.com,dga.banjori,2016-10-16,1445909

ff02e319a9160580455ee58041036de05e.ws,dga.dyre,2016-10-31,693482

yatsllaabettingk.com,dga.banjori,2016-10-16,2240840

dfqymen.com,dga.banjori,1970-01-01,528322

featurecareenjoyhopelecture.com,dga.matsnu,,2728667

ebfcfbcbhtyr.com,dga.tinba,,4232425

qscbihbepdmhb.biz,dga.cryptolocker,,2366778

jbqwinalcentricem.com,dga.banjori,2016-10-16,1017473

birthbraintransitioncalculate.com,dga.matsnu,,2689648

jmbjbedconmh.co.in,dga.tinba,1970-01-01,1041935

xxxddcysdy.org,dga.qakbot,2016-10-16,2231457

qkqoiieeqmcaagam.org,dga.ramdo,,4209629

10vv025vt7hl71tcu2zl13f6lhl.org,dga.post,2016-10-16,5156

kg1d9o1595ljf1y7eei2374wi0.net,dga.post,2016-10-27,1096948

efbakaitxava.ddns.net,dga.symmi,2016-12-01,610628

plxrenhancedysb.com,dga.banjori,2016-10-16,1544059

rhpnwtdynuohb.com,dga.ramnit,2016-10-16,1686039

cbk1p3fkwg5k1pmtfbcp3t8na.com,dga.post,2016-10-31,406922

x775i61mwhj6vseoiqa6cc6lf.com,dga.post,2016-11-01,2182437

rddgestnessbiophysicalohax.com,dga.banjori,2016-10-16,1664958

bpzzohuijxci.biz,dga.qakbot,2016-10-16,359847

febakhhvisff.com,dga.ramnit,2016-10-16,689709

qcnkleasuredehydratorysagp.com,dga.banjori,2016-10-16,1606250

ltqssagabardinedazyx.com,dga.banjori,2016-10-16,1213406

cwrdjmcpjbwucx.pw,dga.ranbyus,2016-10-25,493073

rjtsfordlinnetavox.com,dga.banjori,2016-10-16,1692953

ifbvoli.info,dga.shifu,2016-10-16,944216

urpgfcy.cn,dga.conficker,,3123703

hwcmmypushmdqc.co.uk,dga.cryptolocker,,2483389

ieafafsdeavvcsthmkv.cc,dga.necurs,2016-10-21,941519

ejqqyjba.yi.org,dga.kraken,2016-10-16,620118

jpqhgszzomplsoqd.biz,dga.murofet,2016-10-24,1052646

nsmqxbbvjhdwvuk.com,dga.ramnit,2016-10-16,1407880

8empd013wf36a1xf5tdfc0bzmn.org,dga.post,2016-10-20,169797

wpxyrvcnusqd.co.uk,dga.cryptolocker,,2779154

rmstapbu.ws,dga.conficker,,2533095

nktgpapilxd.com,dga.ramnit,2016-10-16,1386154

vjfegsngq.com,dga.conficker,,2724330

1pmv8zb15wtpe0lfklzj1kmpc7w.net,dga.post,2016-10-19,91924

vihburerrgdtwel.info,dga.cryptolocker,,2458608

htuolhqirvvo.com,dga.tinba,2016-10-16,912957

neojozsu.ru,dga.pushdo,,2810184

ysbpancorml.com,dga.banjori,2016-10-16,2273447

egttogvcoxlpew.org,dga.cryptolocker,,2571135

igwhtnvtpenrnngusj.com,dga.ramnit,2016-10-16,948150

ymy5ie1i0wwo51nvbab1w0pfnl.biz,dga.post,2016-10-25,2262212

iiasfordlinnetavox.com,dga.banjori,2016-10-16,950128

kgmhxgyukouvkoyesttykkgw.com,dga.qakbot,2016-10-18,1097956

nowtumuwribs.ru,dga.tinba,2016-10-16,1400013

kotkwgrjhcugh.ru,dga.cryptolocker,,2764772

wtm854a4udeb3joto6i.ddns.net,dga.corebot,2016-10-14,2169649

mnklgysrwefv.us,dga.tinba,1970-01-01,1297258

otscqtkrbigslgq.com,dga.cryptolocker,2016-10-22,1478725

1fsgyfi1ilybix1054zpw8b6ly9.net,dga.post,2016-10-26,58091

xxtofopzgcm.info,dga.pykspa,2016-10-20,2230917

s4762244683d8ee5b2b45fc2bf268fc472.tk,dga.dyre,2016-10-22,1734217

sqmdrhhpanqprkrdk.ir,dga.necurs,2016-10-21,1828159

1jm4enfm443h5vl0bf2836x5h.net,dga.post,2016-10-19,71144

pquvsrwllemm.cc,dga.tinba,2016-10-16,1563120

guaranteewellprintinvest.com,dga.matsnu,,2387348

q9pnxu1k197xs175bcebxbz2s.org,dga.post,2016-10-22,1601563

nljtellefrictionlessv.com,dga.banjori,2016-10-16,1387479

ci31031fpvj5n171ec7b1cwc87m.biz,dga.post,2016-10-26,432207

prrcxhcqs.ws,dga.conficker,,2713483

dplgbje.org,dga.locky,2016-10-24,563807

gktllgefmxwv.com,dga.tinba,,4271201

phoujdcm.biz,dga.necurs,2016-10-21,1526530

gesvzhpwaeo.net,dga.pykspa,2016-10-21,784322

gqqssakwcssmsuoo.org,dga.ramdo,,4137910

leatherconsultlockboneready.com,dga.matsnu,,2785116

kinhmeep.ws,dga.conficker,,2531578

ixeguu.com,dga.virut,2016-12-08,1004220

djwiepictom.com,dga.banjori,2016-10-16,546041

ogwqueceogcsakuw.org,dga.ramdo,,4135963

bnnwvqyvyxuu.pw,dga.tinba,2016-10-16,347523

iaeltng.ws,dga.conficker,,2770056

ix2s1obxgiltykw3r5qm86oc.net,dga.post,2016-10-20,1004040

vnwdtxdfxiafhsvgk.com,dga.ranbyus,2016-12-08,2081277

hktgqaqc.biz,dga.nymaim,2016-10-18,885360

gicuancorml.com,dga.banjori,2016-10-16,792761

hpmzcxsqk.ws,dga.conficker,,2353362

cklmlltogfkj.com,dga.tinba,,4257019

hhdaafhtwqtq.com,dga.cryptolocker,,2767452

fhqcuqkwlvaxsoc.com,dga.murofet,2016-10-23,699113

1tq23ec1b31a74qgyq2l1i437ua.org,dga.post,2016-10-16,106336

mcucemgiiqouyymg.org,dga.ramdo,,4195460

bxmlalitydevonianizuwb.com,dga.banjori,2016-10-16,383548

ntgaleasuredehydratorysagp.com,dga.banjori,2016-10-16,1409209

bqqfkwds.com,dga.ramnit,2016-10-16,360471

fooqteakp.org,dga.nymaim,2016-11-01,724298

malilkeo.ru,dga.pushdo,,2793523

nailobtaincollarcashrisk.com,dga.matsnu,,2568317

zlctsatformalisticirekb.com,dga.banjori,2016-10-16,2307426

iucqguqugqycqgio.org,dga.ramdo,,4123157

notesharpburnemploypenbike.com,dga.matsnu,,2638093

zsnefqyzdl.org,dga.qakbot,2016-10-29,2317999

xllqwgtppipp.net,dga.tinba,1970-01-01,2203821

ceagqwoaiiwyesms.org,dga.ramdo,,4138873

ninfryu.sx,dga.necurs,2016-10-21,1381037

hdbhancorml.com,dga.banjori,2016-10-16,860273

lbffrasildeafeninguvuc.com,dga.banjori,2016-10-16,1156362

rpxrmtluoh.so,dga.necurs,2016-10-16,1709919

be0u1g4ij2av113z0m51gw128u.biz,dga.post,2016-10-19,307499

u5j7chrd8z2zecmlze.net,dga.rovnix,1970-01-01,1980001

oyplaqdcl.com,dga.conficker,,2577997

dchhlqqtslmn.ru,dga.tinba,1970-01-01,511999

ndmuenhancedysb.com,dga.banjori,2016-10-16,1360720

koluvinskycattederifg.com,dga.banjori,2016-10-16,1119571

vaocojrbiv.com,dga.necurs,2016-10-21,2042075

pnnyweffxflxktu.co.uk,dga.cryptolocker,,2557667

eveningconnectjurytreepressure.com,dga.matsnu,,2713553

mecdexqvgwbv.com,dga.tinba,,4262763

yqgbbywyylqsblgsrrf.kz,dga.necurs,2016-10-16,2270574

mxnfadft.com,dga.ramnit,2016-10-16,1333670

19753tqllkvxeavgxee169g2we.net,dga.post,2016-10-16,35455

makunok.info,dga.simda,2016-10-16,1239291

zxafleasuredehydratorysagp.com,dga.banjori,2016-10-16,2324119

frontescapesideestimateframe.com,dga.matsnu,,2764343

sectionguardgroundripcareer.com,dga.matsnu,,3118627

hx2lpwbkfaxgykf772.biz,dga.rovnix,1970-01-01,920398

sntouocfrnnwlqu.bz,dga.necurs,2016-10-16,1808576

ljskmachuslazaroqok.com,dga.banjori,2016-10-16,1188079

ccoyysmgr.com,dga.ramnit,2016-10-16,409745

qgygygaycscmkauk.org,dga.ramdo,2016-10-16,1615968

ogkyrkop.biz,dga.nymaim,2016-10-21,1440777

cewuwoaiaccmewoi.org,dga.ramdo,,4147422

lyxywax.com,dga.simda,1970-01-01,1226924

mprjxdbbg.org,dga.conficker,,2697412

yorsfordlinnetavox.com,dga.banjori,2016-10-16,2265743

vtdtpppszpmizj.org,dga.murofet,2016-10-30,2095199

hvbdmwh.dyndns.org,dga.kraken,2016-10-16,917030

wssecgqmkuoukgsy.org,dga.ramdo,,4167077

kwxayuhlffep.biz,dga.cryptolocker,,2754894

xswdlqumtfongmue.org,dga.murofet,2016-10-26,2219425

usjacegikfbkkcvhiuf.com,dga.ramnit,2016-10-16,2023752

gqwcmqwwiqqomgsm.org,dga.ramdo,,4200579

gtvkbonhrxiayaxco.com,dga.ramnit,2016-10-16,830504

xxwvqkqpojji.ru,dga.tinba,1970-01-01,2231269

zfjvalitydevonianizuwb.com,dga.banjori,2016-10-16,2299072

wskkwiyooaacqyko.org,dga.ramdo,,4135370

hgxexbsfpccxlfdv.jp,dga.necurs,2016-10-29,874109

wemiestnessbiophysicalohax.com,dga.banjori,2016-10-16,2130397

mqrfocihxojt.com,dga.tinba,,4316624

nhqxanerraticallyqozaw.com,dga.banjori,2016-10-16,1377298

xdluinalcentricem.com,dga.banjori,2016-10-16,2189019

riaqz4rcyo1v3l1bxp.net,dga.rovnix,1970-01-01,1687147

ulbheqyygvjdkb.ru,dga.cryptolocker,,2693847

ifxmfvtvtmtoligavxnbotmny.org,dga.qakbot,2016-10-18,945573

kavzleasuredehydratorysagp.com,dga.banjori,2016-10-16,1084430

ncrvcxlkvysp.com,dga.ramnit,2016-10-16,1358996

5c3p1z80tr5y1utagpp1x4jo0v.biz,dga.post,2016-10-16,150719

ywsqqigmecgicaym.org,dga.ramdo,,4124667

uqqcinalcentricem.com,dga.banjori,2016-10-16,2018575

mphqeldiftxdrh.tw,dga.ranbyus,2016-10-23,1313683

sdlofdubkkoh.com,dga.tinba,2016-10-16,1756314

qgyyvrbwysqfu.ru,dga.cryptolocker,2016-10-16,1616024

skzxetovsbxauie.biz,dga.murofet,2016-10-23,1798968

fxxkbyplaywobb.com,dga.banjori,2016-10-16,757913

rirpicvi.ru,dga.pushdo,,2563703

uhjjgkfqdkmm.biz,dga.tinba,2016-10-16,1995303

pdiwpq.info,dga.conficker,,3130327

ffceanerraticallyqozaw.com,dga.banjori,2016-10-16,693849

migoqwoz.ru,dga.pushdo,,2789239

103beb9h8txel1wuwzemczavtq.biz,dga.post,2016-10-31,2188

pumyjuq.com,dga.simda,1970-01-01,1585315

deqgufkxqpcd.com,dga.tinba,,4268650

oxfjukumll.net,dga.kraken,2016-10-16,1486984

ukfrcgdskernfd.com,dga.ramnit,2016-10-16,2000140

ocueqoeeoikcekqw.org,dga.ramdo,,4216494

qsysixdorhvafovjxdxn.sx,dga.necurs,2016-10-25,1637198

uxnmruxmmvgclm.com,dga.ramnit,2016-10-16,2033940

kexqinalcentricem.com,dga.banjori,2016-10-16,1095079

gagarsbhoqtqs.org,dga.cryptolocker,,2380361

captainshoulder.net,dga.suppobox,2016-10-27,398632

sspdceqjmvzqxrm.com,dga.murofet,2016-10-26,1832932

qwjmidablyhoosieraw.com,dga.banjori,2016-10-16,1645510

wmthlxgocraycs.pw,dga.necurs,2016-10-25,2152614

jeojeogo.ru,dga.pushdo,,2524757

sgoamachuslazaroqok.com,dga.banjori,2016-10-16,1773325

hahucus.info,dga.simda,1970-01-01,847564

xfzdestnessbiophysicalohax.com,dga.banjori,2016-10-16,2193972

kysellaabettingk.com,dga.banjori,2016-10-16,1143256

chabspykhwawjb.info,dga.qakbot,2016-10-29,422045

eteqvbxkzip.biz,dga.conficker,,3125568

levckghfw.to,dga.necurs,2016-10-21,1169442

1g8ifxw1veapsq1dyuwt91d1uhbf.net,dga.post,2016-11-01,59637

qodebrpawghxgafc.sx,dga.necurs,2016-10-16,1627909

1qu5jpf1k7avjnuye31p1110vhi.net,dga.post,2016-10-20,96114

xuqaxin.info,dga.simda,1970-01-01,2224331

iqkyakigggeaaacg.org,dga.ramdo,,4123426

ekillbqhpboipit.ru,dga.cryptolocker,,2607965

yqggmcvdbmduoyaukxf.com,dga.ramnit,2016-10-16,2270590

ihjjwxszbpunrmms.com,dga.murofet,2016-10-29,949159

17hne09h555cm1y34dwld0dvsk.com,dga.post,2016-10-29,29133

embdgieanmhdi.co.uk,dga.cryptolocker,,2569494

ymfavctnvjykhr.com,dga.ramnit,2016-10-16,2260578

yikqsatformalisticirekb.com,dga.banjori,2016-10-16,2254216

rdsisikathrinezad.com,dga.banjori,2016-10-16,1666480

ogmquukcqkaisqgw.org,dga.ramdo,,4130991

kmauqeeiulyo.org,dga.cryptolocker,,2367855

mrmbcqhwkqdsukpd.com,dga.ramnit,2016-10-16,1317704

41lykx8t4jx31gtur52o8n68i.biz,dga.post,2016-10-16,140984

uoxbamentalistfanchonut.com,dga.banjori,2016-10-16,2014617

ulirgywkydeitvgmbdgatgr.ru,dga.gameover,2016-12-07,2002679

hacebab.info,dga.simda,1970-01-01,846112

nirpeida.ru,dga.pushdo,,2640637

tocobilw.ru,dga.pushdo,,2805802

ywqpeqcjlqhi.org,dga.cryptolocker,,2395030

buhilpil.ru,dga.pushdo,,2523277

replacementnotemarchclub.com,dga.matsnu,,2763398

liuqtqnxeo.dynserv.com,dga.kraken,2016-10-16,1184583

assistantsharpplateticket.com,dga.matsnu,,2717266

lbcusikathrinezad.com,dga.banjori,2016-10-16,1156117

bcosrueillvf.com,dga.tinba,,4230528

jqcvcigoyka.com,dga.ramnit,2016-10-16,1053736

wovainalcentricem.com,dga.banjori,2016-10-16,2160202

15c6cn61wnfslfys96ze1pp44rx.org,dga.post,2016-10-24,21498

rrwc53yqikhukce4r7.net,dga.rovnix,1970-01-01,1713777

1uyy34s11kev6k1l9qoudc7ib0.biz,dga.zeus,,4319890

bgfbbocwnkdg.com,dga.tinba,,4317529

clubrelateearthrewardcondition.com,dga.matsnu,,2434282

iqgqfpxbqenf.com,dga.tinba,2016-10-16,984908

rpgcpvdkqckhract.org,dga.qakbot,2016-10-18,1708080

parkchartplacesurprisebranch.com,dga.matsnu,,2393838

qiclatwe.ru,dga.pushdo,,2602389

wkzosagabardinedazyx.com,dga.banjori,2016-10-16,2149809

cogenjfgiagelqw.co.uk,dga.cryptolocker,2016-10-28,455894

wqhwmgcz.com,dga.conficker,,2605872

kigzerionirkutskagl.com,dga.banjori,2016-10-16,1102428

gnmsnhhirwrq.com,dga.tinba,,4306245

whihfueubtmmogliv.cm,dga.necurs,2016-10-16,2137776

ewbevbypecdj.com,dga.ramnit,2016-10-16,662909

gplzzxolpqztiuu.com,dga.murofet,2016-12-08,817401

jkuenptezxdxxnv.biz,dga.murofet,2016-10-16,1039211

mclhhuuqkwvmv.co.uk,dga.cryptolocker,,2370127

fatbabykickhappenislandsound.com,dga.matsnu,,2408865

anbexefeb.ddns.net,dga.symmi,2016-12-01,236075

k5llx17lnm38pfwimz.ru,dga.rovnix,1970-01-01,1076085

jkyvweune.mooo.com,dga.kraken,2016-10-16,1039391

xjbwwiymqjjj.pw,dga.tinba,1970-01-01,2199582

nqwpjpg.ru,dga.necurs,2016-10-25,1403918

nbflsikathrinezad.com,dga.banjori,2016-10-16,1355815

7eebgwajfy7xl8lmc2.net,dga.rovnix,1970-01-01,163589

vjnsddloaebsug.com,dga.ramnit,2016-10-16,2072831

eme9aduzw16kn4uyjfz97ij.com,dga.gameover,2016-12-08,630200

jtdplp7uxw8gyitmdw.biz,dga.rovnix,1970-01-01,1059464

ujfvacxcwes.org,dga.qakbot,2016-10-29,1998621

tfjuestnessbiophysicalohax.com,dga.banjori,2016-10-16,1894718

2fy52gqza6fzzeouvp.com,dga.rovnix,1970-01-01,129075

qgmcmwageuwosmys.org,dga.ramdo,,4160950

sctiqwt.tw,dga.necurs,2016-10-17,1754849

14qohih3tcddi1fjf6141chczaj.com,dga.post,2016-10-30,19416

qcvmsikathrinezad.com,dga.banjori,2016-10-16,1606940

invkjxspmnecxojujuso.so,dga.necurs,2016-10-21,978717

vjwcsatformalisticirekb.com,dga.banjori,2016-10-16,2073608

dinsvwvdotqkgcrr.biz,dga.murofet,2016-10-16,539147

xh0ir8v0rvs01exq6n7fmyis3.net,dga.post,2016-10-17,2195108

fqvvmgbgt.org,dga.pykspa,2016-10-23,733759

ttfbfvas.net,dga.conficker,,2375849

ievihoevvpamyqwbut.com,dga.ramnit,2016-10-16,943576

1tbpdjm7yl2201f8y96f1i2jad7.net,dga.post,2016-10-27,104920

bkkttkjbaodcrugrvlr.com,dga.ramnit,2016-10-16,336433

kwsseclldepk.ru,dga.cryptolocker,2016-10-14,1139778

nmmikrbu.ws,dga.conficker,,2404987

1xi2q8x1oi21xq17plgorpz4ipp.biz,dga.post,2016-10-30,119482

txx7kdw7svue1v8cubj1lljffs.org,dga.post,2016-10-18,1975030

4bvheq1k8ktbk1hv5t0n1r72d3w.biz,dga.post,2016-10-30,142956

qguboevtcjetp.biz,dga.cryptolocker,2016-10-22,1615628

gjpcwucpbyhxlhfgc.net,dga.ranbyus,2016-11-23,797686

dlggrsensinaix.com,dga.banjori,2016-10-16,548214

manayxdhqeelpe.info,dga.qakbot,2016-10-29,1241476

1v298ta18a6kcc6wkhot11eg30f.com,dga.post,2016-10-28,111067

hvrwmqeenbyowo.org,dga.cryptolocker,,2677608

ksjliologistbikerepil.com,dga.banjori,2016-10-16,1130132

nofjeufnyrui.com,dga.tinba,,4244569

parktryauthormustclaimsubmit.com,dga.matsnu,,2669269

faninstallstormsucceedcamp.com,dga.matsnu,,2602630

tyxuapabntqnxedh.com,dga.ramnit,2016-10-16,1976752

rjceancorml.com,dga.banjori,2016-10-16,1691179

waj7y61mur60zys13l4vko50j.org,dga.post,2016-10-27,2112283

msrxardenslavetusul.com,dga.banjori,2016-10-16,1320683

hz68cykufxdw93l95dq3f6qm.com,dga.post,2016-10-18,925231

vhzfyvspsvorf.biz,dga.murofet,2016-10-22,2060541

vmxdshgbiscvrkjkhty.com,dga.ramnit,2016-10-16,2078776

fxuiererwyatanb.com,dga.banjori,2016-10-16,757639

iqkoseauismswoim.org,dga.ramdo,,4129587

1690og7qc75hb1ca8xbqzrptne.org,dga.post,2016-10-26,24769

xrluepictom.com,dga.banjori,2016-10-16,2217099

ssgirasildeafeninguvuc.com,dga.banjori,2016-10-16,1831889

edivpqqhttvc.com,dga.tinba,,4238958

speechmarriedtourlackpension.com,dga.matsnu,,2444169

qylaleasuredehydratorysagp.com,dga.banjori,2016-10-16,1648898

ccafhpactfwx.org,dga.cryptolocker,,2638380

nlttfordlinnetavox.com,dga.banjori,2016-10-16,1388550

ygisojwewdsirmo.com,dga.ramnit,2016-10-16,2250703

thoughtinfluencesucceeddry.com,dga.matsnu,,3132153

ljokardenslavetusul.com,dga.banjori,2016-10-16,1187730

srwffmrfsbns.com,dga.tinba,,4258266

ryluryqi.info,dga.simda,1970-01-01,1729909

jsuxzch.net,dga.conficker,,2491794

networkwearmeetsurpriseevidence.com,dga.matsnu,,2408044

tugsuxhu.ru,dga.pushdo,,2614127

fnebrhdgvutt.com,dga.tinba,,4315667

ywkgackwuygycqcg.org,dga.ramdo,,4186276

qebaamentalistfanchonut.com,dga.banjori,2016-10-16,1608613

uszrancorml.com,dga.banjori,2016-10-16,2025698

wedikeqahej.eu,dga.simda,2016-10-16,2127868

9qp5uj1cp0g49xuvpe41mj9fkp.net,dga.post,2016-10-14,177192

8uc8z91hnnkjrpyo46nooe482.biz,dga.post,2016-10-25,172163

jhoqalitydevonianizuwb.com,dga.banjori,2016-10-16,1031888

uihimb.com,dga.virut,2016-12-08,1996704

timerecommendpipediscover.com,dga.matsnu,,2741641

rdwdmachuslazaroqok.com,dga.banjori,2016-10-16,1666860

clpifcdeiwgt.com,dga.tinba,,4302734

tugkeiqa.ru,dga.pushdo,,2735229

rdasiologistbikerepil.com,dga.banjori,2016-10-16,1664725

ayptalitydevonianizuwb.com,dga.banjori,2016-10-16,283887

yomvni.com,dga.virut,2016-11-02,2265034

vhyjsemitismgavenuteq.com,dga.banjori,2016-10-16,2060455

ypbmkp.info,dga.conficker,,3122936

ksdgestnessbiophysicalohax.com,dga.banjori,2016-10-16,1129547

psnuaghqejlh.biz,dga.cryptolocker,,2492465

jtfvcbxtccac.com,dga.ramnit,2016-10-16,1059674

shamegroundstafftonesave.com,dga.matsnu,,2723140

xdosmitefftke.net,dga.cryptolocker,,2605822

bgp6bohuvody.com,dga.qadars,2016-10-17,321432

capitalhappenshowerreason.com,dga.matsnu,,2429999

wsxuancorml.com,dga.banjori,2016-10-16,2168943

qr41yf0pu78h.com,dga.qadars,2016-10-16,1633900

xzcoiologistbikerepil.com,dga.banjori,2016-10-16,2233372

associatewinddiscoversupply.com,dga.matsnu,,2585995

mekmmnpkuesiqqpy.net,dga.murofet,2016-10-16,1266641

bdrfamentalistfanchonut.com,dga.banjori,2016-10-16,306541

qkakogogeqqwoeyg.org,dga.ramdo,,4170484

qvpvnwxphmxju.info,dga.qakbot,2016-10-29,1644276

boyfriendoperatecomplete.com,dga.matsnu,,2671097

lqycfvsxclplsbik.tw,dga.necurs,2016-10-29,1207819

dkxce.cn,dga.conficker,,3116822

wmeealitydevonianizuwb.com,dga.banjori,2016-10-16,2151294

hycrotqqubvplffbk.com,dga.ramnit,2016-10-16,923465

kdefhibmbbcr.com,dga.tinba,,4272772

vyjkueeejyyn.com,dga.tinba,2016-10-16,2105884

rryvllaabettingk.com,dga.banjori,2016-10-16,1714088

1s7ini6gll5p91syxtvt1c27a5n.org,dga.post,2016-10-18,100858

iowcpyblmlkuoh.net,dga.cryptolocker,2016-10-22,981331

1fcms1c13kw6m7egyqbw1sg8nnr.net,dga.post,2016-11-01,56562

1h7wdp0726kzd1ycu595qj12cv.biz,dga.post,2016-11-01,63050

egnebyplaywobb.com,dga.banjori,2016-10-16,613794

aitrmen.com,dga.banjori,1970-01-01,213549

9wonfddaa78gohp40u3mkz6g.com,dga.post,2016-10-18,177954

rubedbrhzn.com,dga.qakbot,2016-10-18,1718929

dhmgiovbojaw.info,dga.pykspa,2016-10-26,532027

stylescalehappenpullcoast.com,dga.matsnu,,2432589

neikagug.ru,dga.pushdo,,2704776

vjbzererwyatanb.com,dga.banjori,2016-10-16,2071724

themebringplayexistlunch.com,dga.matsnu,,2643786

sanaflih.ru,dga.pushdo,,2495308

pjssellefrictionlessv.com,dga.banjori,2016-10-16,1535979

dcbimxyyeixe.com,dga.tinba,,4236439

zrmzererwyatanb.com,dga.banjori,2016-10-16,2316810

qkmmacweewagosqw.org,dga.ramdo,,4218206

ugzjepictom.com,dga.banjori,2016-10-16,1994810

priaellefrictionlessv.com,dga.banjori,2016-10-16,1567244

kukkmagcswyuqcag.org,dga.ramdo,,4209390

zgpydg.com,dga.nymaim,2016-10-20,2300604

rrqcpartbulkyf.com,dga.banjori,2016-10-16,1713129

qomsrqchtzulrvr.com,dga.murofet,2016-12-08,1628671

zmcuawfox.com,dga.pykspa,2016-10-16,2309207

ebbfanopfhou.com,dga.ramnit,2016-10-16,597976

jejegej.info,dga.simda,1970-01-01,1023788

